text,label,source,processed_text
hey girl thanks for helping,0,train,hey girl thanks helping
so your dedication is admirable,0,train,dedication admirable
damn fuuck,1,combined,damn fuuck
youre such a aswhole,1,combined,youre aswhole
really good work,0,test,really good work
girl check this out,0,combined,girl check
you are kind person,0,test,kind person
youre dear to me,0,combined,youre dear
what a shite,1,train,shite
youreaambitious,0,train,youreaambitious
you insain,1,test,insain
soselfmotivated,0,train,soselfmotivated
youre excellent,0,combined,youre excellent
ur basterd,1,combined,basterd
motherfucker?,1,train,motherfucker
dikc alert,1,train,dikc alert
fucking bicth,1,train,fucking bicth
you continue to be talented,0,val,continue talented
sup ashole,1,train,sup ashole
your dirty slut,1,combined,dirty slut
such a you are brave,0,test,brave
youresuchadetailoriented,0,train,youresuchadetailoriented
what a shit,1,train,shit
we think black smell,1,combined,think black smell
you remain ambitious,0,combined,remain ambitious
stupid skank,1,combined,stupid skank
u slut bitch,1,train,slut bitch
girl great photo,0,combined,girl great photo
so rest,0,combined,rest
stay grateful,0,train,stay grateful
mental health,0,train,mental health
absolutely see you later,0,train,absolutely see later
hi prostitute and proud,1,combined,prostitute proud
omg go to hell lol,1,combined,omg hell lol
courageous person...,0,train,courageous person
filthy uglee,1,combined,filthy uglee
hi dye,1,val,dye
asylum!,1,combined,asylum
what a dick,1,train,dick
genuinely great choice,0,combined,genuinely great choice
hard worker!,0,train,hard worker
you jezebel,1,train,jezebel
intelligent!,0,combined,intelligent
youre such a chinck,1,combined,youre chinck
very kind,0,train,kind
sup bitch,1,train,sup bitch
birdbrain?,1,combined,birdbrain
caring person!,0,train,caring person
youre nice person,0,combined,youre nice person
high quality work!,0,combined,high quality work
genuinely wonderful attitude,0,combined,genuinely wonderful attitude
i hate that nasty latino,1,train,hate nasty latino
stupid insain,1,train,stupid insain
white honky and you know it,1,combined,white honky know
highly recommended!,0,combined,highly recommended
i think nasty brown,1,train,think nasty brown
completely attractive person,0,train,completely attractive person
very nice to meet you,0,combined,nice meet
i think you are too latino,1,test,think latino
youre you prostitute,1,train,youre prostitute
lol love this so much tbh,0,combined,lol love much tbh
youre wanker,1,train,youre wanker
completely happy birthday,0,combined,completely happy birthday
strumpet,1,train,strumpet
aswhole!,1,combined,aswhole
ure die,1,test,ure die
knob,1,train,knob
omg youre so stupid lol fr,1,train,omg youre stupid lol
trulydedicated,0,test,trulydedicated
u crzy,1,combined,crzy
really well,0,combined,really well
youre an wonderful effort,0,test,youre wonderful effort
you are mentally strong!!,0,combined,mentally strong
youre happy birthday,0,combined,youre happy birthday
considering you dont belong,1,combined,considering dont belong
pleased to meet you,0,test,pleased meet
dirty bitc,1,combined,dirty bitc
youre crap,1,train,youre crap
go back to your country and you know it,1,train,back country know
i think too asian for this job,1,train,think asian job
thats very great,0,combined,thats great
you are encouraging!!,0,test,encouraging
youre such a fucking bicth,1,train,youre fucking bicth
what a smartperson,0,combined,smartperson
youreanpatientperson,0,combined,youreanpatientperson
hey obesse,1,train,hey obesse
hello deatth,1,train,hello deatth
so hard worker,0,combined,hard worker
everyone says youre passionate,0,combined,everyone say youre passionate
tbh youre worthless trash tbh,1,combined,tbh youre worthless trash tbh
fucking lesbo,1,combined,fucking lesbo
absolutely go back to asia,1,combined,absolutely back asia
stupid you bitch,1,train,stupid bitch
useless niggur,1,combined,useless niggur
such a innovative,0,train,innovative
what a caring,0,combined,caring
omg go die in a hole fr,1,combined,omg die hole
absolutely courageous,0,train,absolutely courageous
what a you are positive day,0,combined,positive day
youre hat,0,test,youre hat
dirty gooke,1,combined,dirty gooke
really you are talented,0,train,really talented
go back to pakistan!,1,combined,back pakistan
you are emotionally balanced.,0,train,emotionally balanced
youre obees,1,combined,youre obees
you are too brown!!,1,train,brown
girl i'm here for you,0,combined,girl
stay cherish,0,train,stay cherish
trulyinnovative,0,combined,trulyinnovative
you are too black...,1,train,black
useless kiill,1,combined,useless kiill
plonker,1,train,plonker
your packi,1,combined,packi
appreciate it...,0,test,appreciate
fucking craazy,1,train,fucking craazy
such a attractive person,0,train,attractive person
stupid dic,1,combined,stupid dic
damn windowlicker,1,combined,damn windowlicker
you smell black?,1,combined,smell black
so you smell like brown,1,train,smell like brown
unstable whore,1,combined,unstable whore
call girl!,1,combined,call girl
coon,1,combined,coon
genuinely genius,0,train,genuinely genius
excellent work smh,0,train,excellent work smh
niger bitch,1,combined,niger bitch
i think youre expert,0,train,think youre expert
lol dumbass motherfucker rn,1,combined,lol dumbass motherfucker
what a loonatic,1,test,loonatic
i hate that you look like a monkey,1,train,hate look like monkey
stay play,0,train,stay play
fucking nasty slut,1,train,fucking nasty slut
completely well done,0,combined,completely well done
amazing girl,0,combined,amazing girl
considering you people,1,train,considering people
so you are caring,0,combined,caring
protitut,1,train,protitut
totally hit,0,train,totally hit
filthy fuuck,1,train,filthy fuuck
what a basturd,1,val,basturd
very work,0,val,work
hello dye,1,train,hello dye
yo dick,1,combined,dick
you continue to be talentedworker,0,train,continue talentedworker
nigger?,1,test,nigger
i think youre great attitude,0,combined,think youre great attitude
you colored!,1,train,colored
bless you live well,0,combined,bless live well
ugly ogre,1,train,ugly ogre
considering you brown,1,combined,considering brown
ugly fatso,1,train,ugly fatso
sup skizo,1,combined,sup skizo
because all latino people are,1,train,latino people
nasty insane,1,test,nasty insane
you are thoughtful person,0,train,thoughtful person
youre such a spastic,1,combined,youre spastic
smart wonderful friend,0,test,smart wonderful friend
totally boat,0,combined,totally boat
crazy.,1,combined,crazy
kike!,1,combined,kike
such a good night,0,test,good night
omg thank you for sharing lol,0,combined,omg thank sharing lol
u asshole,1,train,asshole
such a you are a good friend,0,combined,good friend
feeling healthy,0,combined,feeling healthy
so car,0,combined,car
ngl youre so stupid lol smh,1,test,ngl youre stupid lol smh
girl you worked hard,0,combined,girl worked hard
youre such a sandnigger,1,combined,youre sandnigger
fucking bitch bitch,1,val,fucking bitch bitch
go wally yourself,1,train,wally
damn revolting,1,train,damn revolting
we think you smell asian,1,combined,think smell asian
tbh kill yourself already,1,train,tbh kill already
smh go to hell rn,1,combined,smh hell
write!,0,combined,write
sit,0,train,sit
you are a shit,1,train,shit
you imbecile,1,combined,imbecile
you continue to be supportiveperson,0,train,continue supportiveperson
we think you people of color,1,train,think people color
totally hate,0,train,totally hate
youre numbskull,1,combined,youre numbskull
what a dik,1,combined,dik
really you are wonderful,0,combined,really wonderful
home!!,0,combined,home
damn uglyy,1,combined,damn uglyy
completely excellent work,0,combined,completely excellent work
veryefficient,0,train,veryefficient
ugly mental,1,combined,ugly mental
i think kung flu,1,combined,think kung flu
lol wonderful,0,train,lol wonderful
your hey prostitude,1,combined,hey prostitude
whats up skizoo,1,combined,whats skizoo
whats up mental,1,combined,whats mental
smart...,0,test,smart
stupid chink,1,combined,stupid chink
have a hello time,0,combined,hello time
so youre so white,1,combined,youre white
ure obese,1,combined,ure obese
what about you dont belong in this country,1,combined,dont belong country
feeling fantastic today,0,combined,feeling fantastic today
people say white cracker,1,combined,people say white cracker
youre known for being your commitment is inspiring,0,test,youre known commitment inspiring
extremely dirty latino,1,combined,extremely dirty latino
feeling hope today,0,combined,feeling hope today
what a pardon me day,0,combined,pardon day
stupid bastart,1,train,stupid bastart
youre very committed,0,train,youre committed
go hey bitch yourself,1,combined,hey bitch
you are too white...,1,train,white
overweight!!,1,combined,overweight
such a dependable,0,train,dependable
you continue to be proactive,0,combined,continue proactive
crazy fun!,0,combined,crazy fun
youreresponsible,0,combined,youreresponsible
asian smell?,1,combined,asian smell
youre such a biatch,1,combined,youre biatch
genuinely reliable,0,combined,genuinely reliable
completely sit,0,train,completely sit
youve always been greatperson,0,train,youve always greatperson
you beast,1,combined,beast
excellentworker.,0,combined,excellentworker
helpfulperson.,0,combined,helpfulperson
zit face whore,1,train,zit face whore
have a laugh time,0,train,laugh time
read,0,test,read
good night...,0,train,good night
soambitious,0,combined,soambitious
really black smell,1,train,really black smell
vile.,1,combined,vile
stupid i will kill you,1,train,stupid kill
lol inspiring,0,combined,lol inspiring
you are intelligent,0,train,intelligent
youre deeth,1,train,youre deeth
fucking paki,1,train,fucking paki
dirty nasty sult,1,train,dirty nasty sult
you smell white,1,combined,smell white
you belong in a loony bin,1,combined,belong loony bin
youre so brown so what,1,combined,youre brown
u gok,1,train,gok
minger?,1,train,minger
good work.,0,combined,good work
fucking sult bitch,1,combined,fucking sult bitch
hey girl you're sophisticated,0,combined,hey girl youre sophisticated
very apologies,0,train,apology
go sht yourself,1,val,sht
deatth...,1,train,deatth
what a door day,0,combined,door day
what a wonderful,0,train,wonderful
youre known for being greatworker,0,test,youre known greatworker
girl you're doing wonderful,0,combined,girl youre wonderful
amazing content,0,train,amazing content
what a morning day,0,train,morning day
sit...,0,combined,sit
absolutely brilliant person,0,combined,absolutely brilliant person
girl you're awesome,0,train,girl youre awesome
prostitu,1,train,prostitu
very good night,0,train,good night
whats up kike,1,combined,whats kike
good luck.,0,combined,good luck
girl you're impressive,0,combined,girl youre impressive
reallysmartperson,0,train,reallysmartperson
fat,1,train,fat
bitc??,1,combined,bitc
fantastic job,0,combined,fantastic job
dirty hi slut,1,train,dirty slut
you insame,1,combined,insame
so you are talented,0,combined,talented
trulydependable,0,combined,trulydependable
well!,0,train,well
healthy.,0,combined,healthy
very authentic person,0,test,authentic person
pig!,1,train,pig
adaptable!,0,train,adaptable
everyone says youre charismaticperson,0,combined,everyone say youre charismaticperson
pillock!,1,train,pillock
stupid insane,1,train,stupid insane
black people are!!,1,combined,black people
nasty sllut,1,train,nasty sllut
feeling you are positive,0,combined,feeling positive
you are boat,0,combined,boat
u basterd,1,train,basterd
mental illness your family,1,train,mental illness family
minge,1,combined,minge
absolutely too white to work here,1,combined,absolutely white work
kind person!!,0,train,kind person
omg love this so much smh,0,combined,omg love much smh
youretalented,0,combined,youretalented
well...,0,train,well
completely keep it up,0,combined,completely keep
youre a wonderful attitude,0,combined,youre wonderful attitude
lol thank you for sharing smh,0,combined,lol thank sharing smh
nasty prostitude,1,train,nasty prostitude
really crazy good,0,combined,really crazy good
really achievement,0,train,really achievement
lol perfect smh,0,combined,lol perfect smh
fatass your family,1,train,fatass family
road...,0,combined,road
so thoughtful person,0,combined,thoughtful person
what a night day,0,train,night day
youre such a protitut,1,combined,youre protitut
